,id,name,year,selling_price,seats
92,93,Hyundai i10 Magna 1.1L,2015,351000,5.0
93,94,Volkswagen Vento Petrol Highline,2012,535000,5.0
94,95,Maruti Zen Estilo LXI BSIII,2009,175000,5.0
95,96,Hyundai i20 Asta Optional with Sunroof 1.2,2013,525000,5.0
96,97,Maruti Swift Dzire LDI,2016,600000,5.0
97,98,Hyundai Xcent 1.2 Kappa SX Option AT,2016,565000,5.0
98,99,Maruti Alto LX BSIII,2008,120000,5.0
99,100,Hyundai i20 1.4 Asta Option,2017,725000,5.0
100,101,Maruti Wagon R VXI,2009,185000,5.0
101,102,Tata Manza Aura (ABS) Quadrajet,2010,200000,5.0
102,103,Maruti Swift VXI,2019,615000,5.0
103,104,Maruti Eeco 7 Seater Standard BSIV,2016,270000,7.0
104,105,Maruti Baleno Zeta 1.2,2018,610000,5.0
105,106,Mahindra Scorpio VLX AT AIRBAG BSIV,2014,625000,8.0
106,107,Ford Freestyle Titanium Petrol BSIV,2020,400000,5.0
107,108,Hyundai Verna VTVT 1.6 SX,2017,866000,5.0
108,109,Volkswagen Passat 1.8 TSI MT,2010,700000,5.0
109,110,Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,2010,300000,5.0
110,111,Mahindra XUV500 W11 Option AWD,2019,1700000,7.0
111,112,Tata Indigo CS LS (TDI) BS-III,2016,375000,5.0
112,113,Hyundai Verna 1.6 SX,2013,522000,5.0
113,114,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,451999,5.0
114,115,Toyota Corolla Altis G,2009,300000,5.0
115,116,Maruti Celerio VXI,2020,475000,5.0
116,117,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,780000,5.0
117,118,Maruti Swift Dzire VXI,2017,595000,5.0
118,119,Maruti Wagon R VXI BS IV,2017,440000,5.0
119,120,Maruti Swift VDI BSIV,2010,300000,
120,121,Nissan Terrano XL 85 PS,2014,400000,5.0
121,122,Hyundai Creta 1.6 CRDi SX,2016,1140000,5.0
122,123,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,850000,5.0
123,124,Maruti Swift Dzire VDi,2012,370000,5.0
124,125,Renault KWID 1.0,2018,350000,5.0
125,126,Maruti Celerio VXI,2015,360000,5.0
126,127,Maruti Alto LXi,2008,105000,5.0
127,128,Maruti Ertiga VDI,2013,625000,7.0
128,129,Hyundai Santro Xing GLS,2009,135000,5.0
129,130,Maruti Ertiga VDI,2015,700000,7.0
130,131,Honda Amaze S i-VTEC,2019,690000,5.0
131,132,Audi Q5 35TDI Premium Plus,2018,3975000,5.0
132,133,Lexus ES 300h,2019,5150000,5.0
133,134,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,5.0
134,135,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,5.0
135,136,Land Rover Discovery Sport TD4 SE,2019,4500000,7.0
136,137,Mercedes-Benz S-Class S 350 CDI,2017,6000000,5.0
137,138,BMW 5 Series 520d Sport Line,2018,3790000,5.0
138,139,BMW X1 sDrive 20D xLine,2017,2150000,
139,140,BMW X4 M Sport X xDrive20d,2019,5800000,5.0
140,141,Skoda Superb LK 1.8 TSI AT,2018,1864999,5.0
141,142,Mercedes-Benz E-Class E250 Edition E,2016,2700000,5.0
142,143,MG Hector Sharp AT BSIV,2019,1750000,5.0
143,144,Honda City i-VTEC CVT VX,2017,795000,5.0
144,145,Toyota Corolla Altis 1.8 G CVT,2013,625000,5.0
145,146,Volvo XC40 D4 R-Design,2018,3400000,5.0
146,147,Audi Q7 35 TDI Quattro Premium,2015,2650000,7.0
147,148,Maruti Ciaz ZDi,2015,535000,5.0
148,149,Mercedes-Benz S-Class S 350 CDI,2017,5850000,5.0
149,150,BMW 5 Series 523i,2010,975000,5.0
150,151,Hyundai Elantra S,2016,805000,5.0
151,152,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,5.0
152,153,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,811000,5.0
153,154,Volkswagen Vento Petrol Highline,2011,375000,5.0
154,155,Hyundai Elantra SX,2012,550000,5.0
155,156,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,5.0
156,157,Mercedes-Benz CLA 200 CGI Sport,2018,2550000,5.0
157,158,Maruti Ertiga ZXI,2014,599000,7.0
158,159,Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,2700000,5.0
159,160,Honda City V AT,2017,875000,5.0
160,161,Toyota Glanza V CVT,2019,894999,5.0
161,162,Maruti Alto K10 VXI,2011,175000,5.0
162,163,Maruti Swift VXI,2012,340000,5.0
163,164,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1525000,7.0
164,165,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,5.0
165,166,BMW 3 Series 320d Luxury Line,2016,2150000,5.0
166,167,Toyota Camry 2.5 Hybrid,2016,1900000,5.0
167,168,BMW 5 Series 520d Luxury Line,2016,2900000,5.0
168,169,Toyota Camry W4 (AT),2009,450000,5.0
169,170,Maruti Ertiga BSIV ZXI Plus,2016,850000,7.0
170,171,Volvo XC90 T8 Excellence BSIV,2017,10000000,4.0
171,172,Volkswagen Vento Diesel Highline,2011,300000,5.0
172,173,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,575000,5.0
173,174,Ford Figo Diesel LXI,2011,160000,5.0
174,175,Maruti Swift VXI Optional,2015,515000,5.0
175,176,Maruti Wagon R AMT VXI,2015,390000,5.0
176,177,Hyundai i20 Magna 1.2,2016,550000,5.0
177,178,Maruti 800 Std,1999,40000,4.0
178,179,Maruti Ritz VDi,2010,220000,5.0
179,180,Hyundai Grand i10 Magna,2015,425000,5.0
180,181,Volkswagen Ameo 1.0 MPI Trendline,2019,480000,5.0
181,182,Hyundai Grand i10 Sportz,2014,400000,5.0
182,183,Maruti Swift Dzire VXI,2014,487000,5.0
183,184,Hyundai Xcent 1.2 Kappa S,2016,386000,5.0
184,185,Honda City 1.5 EXI,2005,100000,5.0
185,186,Toyota Corolla Altis Diesel D4DG,2010,300000,5.0
186,187,Daewoo Matiz SD,2000,100000,5.0
187,188,Toyota Fortuner 4x2 Manual,2014,1750000,7.0
188,189,Mahindra KUV 100 mFALCON G80 K8,2016,450000,6.0
189,190,Tata Zest Quadrajet 1.3 75PS XM,2017,490000,5.0
190,191,Honda City 1.5 S MT,2009,345000,5.0
191,192,Maruti Zen LXI,2005,85000,5.0
192,193,Maruti Wagon R VXI BS IV with ABS,2010,215000,5.0
193,194,Hyundai Verna Transform SX VTVT,2010,320000,5.0
194,195,Maruti Swift Dzire VXI,2016,459999,5.0
195,196,Hyundai Getz GLS,2005,65000,5.0
196,197,Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5.0
197,198,Maruti Ciaz 1.3 Alpha,2017,800000,5.0
198,199,Tata Tigor 1.2 Revotron XZ,2019,520000,5.0
199,200,Maruti Ertiga VDI,2015,580000,7.0
200,201,Toyota Etios GD,2012,235000,
201,202,Honda City i VTEC S,2015,600000,5.0
202,203,Honda Brio S MT,2014,290000,5.0
203,204,Maruti Wagon R LXI CNG,2016,360000,5.0
204,205,Maruti Swift Dzire VXI,2017,550000,5.0
205,206,Hyundai i20 Sportz 1.2,2013,375000,5.0
206,207,Maruti Omni E 8 Str STD,2003,40000,
207,208,Maruti Wagon R AMT VXI,2018,420000,5.0
208,209,Maruti Swift Dzire VXI 1.2,2017,550000,5.0
209,210,Maruti Alto 800 LXI,2018,270000,5.0
210,211,Maruti Swift Dzire AMT VXI BS IV,2018,700000,5.0
211,212,Maruti Swift VXI Optional,2017,500000,5.0
212,213,Tata Hexa XE,2019,1250000,7.0
213,214,Hyundai i20 Magna,2013,320000,5.0
214,215,Maruti Swift Dzire VDI,2018,700000,5.0
215,216,Maruti Wagon R VXI BS IV,2015,290000,5.0
216,217,Toyota Corolla Altis 1.8 VL AT,2012,550000,5.0
217,218,Honda Brio S MT,2012,265000,5.0
218,219,Maruti Baleno Alpha Automatic,2018,830000,5.0
219,220,Tata Safari Storme EX,2017,800000,7.0
220,221,Maruti Alto LXi,2011,160000,5.0
221,222,Renault KWID RXT,2018,335000,5.0
222,223,Datsun GO T BSIV,2017,329000,5.0
223,224,Maruti Vitara Brezza VDi Option,2017,775000,5.0
224,225,Hyundai Xcent 1.2 VTVT SX,2020,524000,5.0
225,226,Maruti Alto 800 LXI,2015,245000,5.0
226,227,Hyundai i20 1.2 Sportz,2012,275000,5.0
227,228,Tata Zest Revotron 1.2 XT,2018,520000,5.0
228,229,Maruti Swift 1.3 VXi,2008,130000,
229,230,Nissan Sunny XL,2014,550000,5.0
230,231,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,5.0
231,232,Nissan Micra Active XV S,2015,300000,5.0
232,233,Maruti Wagon R LXI Optional,2016,350000,5.0
233,234,Mahindra Ssangyong Rexton RX5,2013,900000,7.0
234,235,Mahindra Quanto C8,2013,300000,7.0
235,236,Maruti Ritz LDi,2010,250000,5.0
236,237,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,5.0
237,238,Renault KWID RXT,2016,270000,5.0
238,239,Maruti Ertiga VDI,2015,640000,7.0
239,240,Mahindra XUV500 W4,2015,650000,7.0
240,241,Maruti Eeco 5 Seater AC BSIV,2017,409999,5.0
241,242,Hyundai Santro Xing GLS,2011,165000,5.0
242,243,Hyundai Accent GLE,2007,80000,5.0
243,244,Mahindra XUV500 W8 2WD,2012,535000,7.0
244,245,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,7.0
245,246,Maruti Swift Dzire VDI,2013,550000,5.0
246,247,Honda Amaze S CVT Petrol BSIV,2019,680000,5.0
247,248,Hyundai i10 Sportz 1.2,2009,200000,5.0
248,249,Maruti Swift Dzire VDI,2014,500000,5.0
249,250,Maruti Ertiga SHVS ZDI Plus,2016,1000000,7.0
250,251,Hyundai Getz 1.3 GVS,2008,110000,5.0
251,252,Hyundai i20 1.2 Magna,2012,320000,5.0
252,253,Tata Indica DLS,2005,75000,
253,254,Maruti Swift LXI Optional-O,2015,350000,5.0
254,255,Tata Indica Vista TDI LS,2013,170000,5.0
255,256,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,5.0
256,257,Maruti Ignis 1.3 Alpha,2017,500000,5.0
257,258,Tata Hexa XTA,2017,1380000,7.0
258,259,Mahindra Marazzo M6 8Str,2019,1300000,8.0
259,260,Hyundai Verna 1.6 CRDI,2013,530000,5.0
260,261,Maruti Swift Dzire VDI,2012,360000,5.0
261,262,Maruti Swift Dzire LDi,2012,310000,5.0
262,263,Honda City i DTEC V,2015,725000,5.0
263,264,Maruti Swift Dzire ZDi,2012,340000,5.0
264,265,Hyundai Xcent 1.2 CRDi E,2017,550000,5.0
265,266,Toyota Fortuner 3.0 Diesel,2011,1150000,7.0
266,267,Tata Tiago 1.05 Revotorq XZ,2016,380000,5.0
267,268,Nissan Sunny XL AT Special Edition,2013,350000,5.0
268,269,Hyundai Elite i20 Magna Plus BSIV,2019,610000,5.0
269,270,Maruti Swift Dzire VXI,2015,525000,5.0
270,271,Toyota Innova 2.5 GX 7 STR,2011,480000,7.0
271,272,Mahindra Thar CRDe,2017,780000,6.0
272,273,Maruti Swift Dzire ZDi,2012,320000,5.0
273,274,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,5.0
274,275,Datsun GO D Petrol,2019,300000,5.0
275,276,Hyundai i20 Asta 1.4 CRDi,2015,500000,5.0
276,277,Mahindra Scorpio LX,2011,404000,9.0
277,278,Tata Sumo Gold EX BSIII,2015,500000,7.0
278,279,Tata Tiago Wizz 1.05 Revotorq,2017,350000,5.0
279,280,Tata Zest Revotron 1.2 XT,2015,380000,5.0
280,281,Hyundai Accent GLE,2008,114999,5.0
281,282,Honda Brio Exclusive Edition,2014,335000,5.0
282,283,Hyundai Grand i10 AT Asta,2015,465000,5.0
283,284,Tata Manza Club Class Quadrajet90 LX,2012,290000,5.0
284,285,Maruti Alto LX,2005,110000,5.0
285,286,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,7.0
286,287,Mahindra Bolero SLE,2009,400000,7.0
287,288,Mahindra Bolero DI DX 7 Seater,2007,210000,7.0
288,289,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,5.0
289,290,Maruti Omni E MPI STD BS IV,2016,220000,8.0
290,291,Hyundai Grand i10 Sportz,2017,450000,5.0
291,292,Hyundai Grand i10 Sportz,2017,450000,5.0
292,293,Hyundai i10 Sportz AT,2013,290000,5.0
293,294,Maruti Swift VXI Deca,2016,520000,5.0
294,295,Hyundai i10 Sportz AT,2011,265000,5.0
295,296,Maruti Swift VXI,2012,330000,5.0
296,297,Maruti Swift VXI,2012,330000,5.0
297,298,Mahindra Bolero 2011-2019 ZLX,2014,509999,7.0
298,299,Hyundai Verna 1.6 SX VTVT (O),2014,500000,5.0
299,300,Hyundai i20 Active 1.2,2015,525000,5.0
300,301,Maruti Baleno Zeta,2019,675000,5.0
301,302,Hyundai i20 1.2 Asta,2010,300000,5.0
302,303,Maruti Alto LXI,2005,90000,5.0
303,304,Maruti Swift Dzire VDI,2017,650000,5.0
304,305,Maruti Swift Dzire VXI,2014,409000,5.0
305,306,Hyundai Grand i10 CRDi Sportz,2015,395000,5.0
306,307,Maruti Swift 1.3 VXi,2010,215000,
307,308,Maruti Swift Dzire VXI,2014,400000,5.0
308,309,Chevrolet Beat LS,2012,120000,5.0
309,310,Tata Tigor 1.2 Revotron XZA,2018,645000,5.0
310,311,Maruti 800 Std,2006,81000,4.0
311,312,Honda City i-DTEC VX,2017,1300000,5.0
312,313,Honda City i-DTEC VX,2017,1250000,5.0
313,314,Maruti Ertiga VXI,2013,535000,7.0
314,315,Nissan Terrano XV Premium 110 PS,2014,555000,5.0
315,316,Honda City i VTEC VX,2014,725000,5.0
316,317,Mahindra Willys CJ 3B 4X4,1983,300000,
317,318,Renault KWID RXL,2016,229999,5.0
318,319,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,8.0
319,320,Maruti Wagon R VXI BS IV,2017,409999,5.0
320,321,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,5.0
321,322,Tata Tiago 1.2 Revotron XZ,2017,400000,5.0
322,323,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,5.0
323,324,Maruti Baleno Zeta Automatic,2016,650000,5.0
324,325,Maruti Swift ZXI ABS,2011,325000,5.0
325,326,Maruti Swift Dzire VXi AT,2012,420000,5.0
326,327,Maruti Swift LXI Option,2014,400000,5.0
327,328,Hyundai i20 1.2 Asta,2010,254999,5.0
328,329,Maruti Zen LXI,2003,65000,5.0
329,330,Maruti Celerio LXI,2017,351000,5.0
330,331,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,8.0
331,332,Maruti Ritz LDi,2011,185000,5.0
332,333,Nissan Micra Diesel XV,2011,250000,5.0
333,334,Maruti Zen LXI,2002,60000,5.0
334,335,Hyundai Verna 1.6 SX VTVT (O),2013,500000,5.0
335,336,Maruti Zen Estilo LXI BSIII,2007,85000,5.0
336,337,Hyundai Santro Xing XL,2005,85000,
337,338,Maruti Alto LX,2005,85000,5.0
338,339,Maruti Swift Dzire ZDi,2011,265000,5.0
339,340,Maruti A-Star Vxi,2010,130000,5.0
340,341,Maruti Ertiga VDI,2013,480000,7.0
341,342,Maruti Swift Ldi BSIII,2008,170000,5.0
342,343,Nissan Micra Diesel XV,2011,275000,5.0
343,344,Maruti Wagon R LXI,2005,89000,5.0
344,345,Ford Figo Diesel Titanium,2010,170000,5.0
345,346,Mahindra XUV300 W8 Option BSIV,2019,1090000,5.0
346,347,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,5.0
347,348,Maruti Swift VXI BSIV,2018,610000,5.0
348,349,Datsun GO T Option BSIV,2016,335000,5.0
349,350,Hyundai Grand i10 Asta,2015,434999,5.0
350,351,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,7.0
351,352,Renault KWID RXL,2018,390000,5.0
352,353,Honda Brio 1.2 VX MT,2012,325000,5.0
353,354,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,5.0
354,355,Nissan Sunny XV Special Edition,2012,450000,5.0
355,356,Toyota Etios Liva GD SP,2013,400000,5.0
356,357,Hyundai i10 Sportz,2009,215000,5.0
357,358,Renault Duster 85PS Diesel RxL,2014,570000,5.0
358,359,Mahindra XUV500 W8 2WD,2012,680000,7.0
359,360,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,7.0
360,361,Tata Indigo CS eGLX BS IV,2011,150000,5.0
361,362,Hyundai Elantra SX AT,2013,690000,5.0
362,363,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,5.0
363,364,Tata Nano STD,2012,64000,4.0
364,365,Nissan Micra Diesel XL,2013,250000,5.0
365,366,Maruti Wagon R LXI,2005,65000,5.0
366,367,Maruti Swift Dzire VDI,2016,550000,5.0
367,368,Hyundai i10 Magna,2010,140000,5.0
368,369,Renault KWID RXT,2016,300000,5.0
369,370,Volkswagen GTI 1.8 TSI,2016,800000,5.0
370,371,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,5.0
371,372,Lexus ES 300h,2019,5150000,5.0
372,373,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,5.0
373,374,Tata Safari Storme EX,2015,503000,7.0
374,375,Volvo XC40 D4 Inscription BSIV,2019,3800000,5.0
375,376,Toyota Camry 2.5 Hybrid,2016,2000000,5.0
376,377,Maruti Wagon R LXI,2013,225000,5.0
377,378,Maruti Baleno Alpha 1.3,2018,740000,5.0
378,379,Honda Jazz VX,2016,550000,5.0
379,380,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,7.0
380,381,Maruti Swift AMT VVT VXI,2019,650000,5.0
381,382,Toyota Etios VX,2017,625000,5.0
382,383,Maruti Swift AMT ZXI,2018,600000,5.0
383,384,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,5.0
384,385,BMW X4 M Sport X xDrive20d,2019,5400000,5.0
385,386,BMW X4 M Sport X xDrive20d,2019,5500000,5.0
386,387,Honda Amaze V CVT Petrol BSIV,2019,779000,5.0
387,388,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,5.0
388,389,Volvo V40 D3 R-Design,2018,2475000,5.0
389,390,Hyundai i10 Magna,2010,150000,5.0
390,391,Toyota Etios Liva Diesel TRD Sportivo,2012,265000,
391,392,Honda CR-V 2.4L 4WD AT,2009,500000,5.0
392,393,Maruti Swift Dzire VDI,2015,480000,5.0
393,394,Hyundai Verna 1.6 SX CRDi (O),2014,535000,5.0
394,395,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,8.0
395,396,Maruti SX4 Celebration Diesel,2012,300000,5.0
396,397,Hyundai Verna XXi ABS (Petrol),2009,340000,5.0
397,398,Hyundai Verna CRDi SX,2009,340000,5.0
398,399,Maruti Alto 800 VXI,2016,240000,5.0
399,400,Honda City i-VTEC CVT V,2018,1085000,5.0
400,401,Maruti Swift Dzire AMT VDI,2017,750000,5.0
401,402,Tata Indigo LS,2012,95000,5.0
402,403,Maruti Eeco CNG 5 Seater AC,2020,409999,5.0
403,404,Maruti Alto K10 VXI,2014,215000,5.0
404,405,Mahindra XUV500 AT W10 AWD,2016,1290000,7.0
405,406,Maruti Alto K10 LXI,2010,150000,5.0
406,407,Hyundai EON Sportz,2013,219000,5.0
407,408,Tata Tiago 1.2 Revotron XE,2018,325000,5.0
408,409,Maruti Eeco Smiles 5 Seater AC,2013,260000,5.0
409,410,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,5.0
410,411,Lexus ES 300h,2019,5150000,5.0
411,412,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,5.0
412,413,Tata Safari Storme EX,2015,503000,7.0
413,414,Volvo XC40 D4 Inscription BSIV,2019,3800000,5.0
414,415,Toyota Camry 2.5 Hybrid,2016,2000000,5.0
415,416,Maruti Wagon R LXI,2013,225000,5.0
416,417,Maruti Baleno Alpha 1.3,2018,740000,5.0
417,418,Honda Jazz VX,2016,550000,5.0
418,419,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,7.0
419,420,Maruti Swift AMT VVT VXI,2019,650000,5.0
420,421,Toyota Etios VX,2017,625000,5.0
421,422,Maruti Swift AMT ZXI,2018,600000,5.0
422,423,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,5.0
423,424,BMW X4 M Sport X xDrive20d,2019,5400000,5.0
424,425,BMW X4 M Sport X xDrive20d,2019,5500000,5.0
425,426,Honda Amaze V CVT Petrol BSIV,2019,779000,5.0
426,427,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,5.0
427,428,Volvo V40 D3 R-Design,2018,2475000,5.0
428,429,Honda Amaze S CVT Diesel BSIV,2019,700000,5.0
429,430,Hyundai Creta 1.4 CRDi Base,2017,950000,5.0
430,431,Maruti Alto LXi BSIII,2010,160000,5.0
431,432,Hyundai Xcent 1.1 CRDi S Option,2015,409999,5.0
432,433,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,7.0
433,434,Toyota Etios Liva Diesel,2013,450000,5.0
434,435,Maruti Swift Dzire ZDI Plus,2017,900000,5.0
435,436,Toyota Innova 2.5 V Diesel 7-seater,2008,570000,7.0
436,437,Nissan Micra Diesel XV,2011,254999,5.0
437,438,Maruti 800 AC BSIII,2009,130000,4.0
438,439,Maruti Swift Dzire VDI,2013,530000,5.0
439,440,Volkswagen Polo 1.5 TDI Highline,2015,520000,5.0
440,441,Mahindra Verito 1.5 D2 BSIII,2011,229999,5.0
441,442,Maruti 800 AC BSIII,2004,81000,4.0
442,443,Maruti Swift VDI Optional,2016,600000,5.0
443,444,Hyundai Xcent 1.2 Kappa S Option,2015,409999,5.0
444,445,Maruti 800 Std,2010,120000,4.0
445,446,Maruti Celerio VXI,2014,320000,5.0
446,447,Ford Figo Diesel EXI,2015,292000,5.0
447,448,Tata Safari DICOR 2.2 LX 4x2,2012,390000,7.0
