,id,name,year,selling_price,seats
6991,6992,Mahindra XUV500 AT W10 FWD,2015,1100000,7.0
6992,6993,Hyundai i20 1.2 Magna,2011,220000,5.0
6993,6994,Hyundai Grand i10 Sportz,2015,350000,5.0
6994,6995,Maruti Swift LDI,2013,370000,5.0
6995,6996,Maruti Swift Dzire VXi,2014,220000,5.0
6996,6997,Chevrolet Sail Hatchback LT ABS,2013,200000,5.0
6997,6998,Mahindra KUV 100 mFALCON D75 K4,2017,400000,6.0
6998,6999,Fiat Grande Punto 1.4 Emotion,2009,150000,5.0
6999,7000,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,8.0
7000,7001,Maruti Omni 5 Seater BSIV,2011,130000,5.0
7001,7002,Maruti Alto 800 LXI,2013,185000,5.0
7002,7003,Hyundai Santro Xing (Non-AC),2010,110000,5.0
7003,7004,Mahindra Bolero 2011-2019 SLX,2012,450000,7.0
7004,7005,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,5.0
7005,7006,Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,5.0
7006,7007,Mahindra XUV500 W6 2WD,2013,650000,7.0
7007,7008,Toyota Fortuner 3.0 Diesel,2012,1680000,7.0
7008,7009,Datsun RediGO T Option,2018,250000,5.0
7009,7010,Hyundai i10 Sportz,2014,320000,5.0
7010,7011,Maruti Wagon R AMT VXI,2017,440000,5.0
7011,7012,Hyundai i20 Sportz 1.2,2013,315000,5.0
7012,7013,Hyundai Santro Xing ABS,2007,100000,
7013,7014,Tata Manza Aura Quadrajet,2010,202999,5.0
7014,7015,Hyundai EON Era,2012,179000,5.0
7015,7016,Hyundai i10 Magna 1.2 iTech SE,2008,140000,5.0
7016,7017,Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,5.0
7017,7018,Mahindra Bolero SLX,2011,440000,7.0
7018,7019,Ford Figo Diesel EXI,2011,250000,5.0
7019,7020,Maruti Wagon R VXI BS IV,2014,330000,5.0
7020,7021,Ford Figo Petrol ZXI,2010,250000,5.0
7021,7022,Hyundai i20 Magna,2012,335000,5.0
7022,7023,Mahindra XUV500 W4,2016,1025000,7.0
7023,7024,Hyundai i20 1.2 Magna,2012,320000,5.0
7024,7025,Maruti Ciaz RS ZXi Plus,2015,550000,5.0
7025,7026,Honda WR-V i-DTEC VX,2018,800000,5.0
7026,7027,Tata Tiago 1.2 Revotron XZ,2017,380000,5.0
7027,7028,Renault Duster 85PS Diesel RxL Optional,2013,400000,5.0
7028,7029,Maruti Wagon R VXI BS IV,2016,375000,5.0
7029,7030,Honda City i-VTEC CVT ZX,2017,1100000,5.0
7030,7031,Hyundai i20 1.2 Spotz,2018,650000,5.0
7031,7032,Nissan Micra XV CVT,2014,361000,5.0
7032,7033,Hyundai EON D Lite Plus,2012,140000,5.0
7033,7034,Hyundai Xcent 1.2 VTVT S,2019,550000,5.0
7034,7035,Honda Amaze VX Petrol BSIV,2019,670000,5.0
7035,7036,Maruti Vitara Brezza ZDi Plus,2017,880000,5.0
7036,7037,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,5.0
7037,7038,Chevrolet Cruze LTZ,2010,300000,5.0
7038,7039,Honda City i-VTEC CVT VX,2017,1150000,5.0
7039,7040,Chevrolet Cruze LTZ AT,2015,450000,5.0
7040,7041,Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,5.0
7041,7042,Maruti Ertiga BSIV VXI,2016,600000,7.0
7042,7043,Toyota Innova 2.5 V Diesel 8-seater,2008,700000,8.0
7043,7044,Hyundai Xcent 1.2 CRDi S,2018,600000,5.0
7044,7045,Mahindra Xylo H9,2014,630000,8.0
7045,7046,Maruti Ciaz ZXi,2016,590000,5.0
7046,7047,Hyundai Santro Era,2019,420000,5.0
7047,7048,Mitsubishi Pajero Sport 4X4 Dual Tone,2016,1950000,7.0
7048,7049,Tata New Safari Dicor EX 4X2 BS IV,2013,541000,7.0
7049,7050,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,7.0
7050,7051,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,7.0
7051,7052,Tata Manza Aura Quadrajet,2009,250000,5.0
7052,7053,Mahindra Bolero 2011-2019 SLE,2019,670000,7.0
7053,7054,Tata Tigor 2017-2020 XZ Plus,2019,530000,5.0
7054,7055,Chevrolet Beat Diesel LT,2012,150000,5.0
7055,7056,Mahindra XUV500 W8 2WD,2013,550000,7.0
7056,7057,Mahindra Scorpio 1.99 S4 Plus,2015,650000,7.0
7057,7058,Tata Indica Vista TDI LX,2012,180000,5.0
7058,7059,Mahindra Thar 4X4,2015,585000,7.0
7059,7060,Hyundai i20 Magna,2013,345000,5.0
7060,7061,Maruti Swift VDI,2013,350000,5.0
7061,7062,Honda BRV i-VTEC V MT,2016,725000,7.0
7062,7063,Tata Venture EX 7 Str,2012,250000,7.0
7063,7064,Maruti 800 AC,2002,45000,4.0
7064,7065,Toyota Innova 2.5 E Diesel MS 8-seater,2007,409999,8.0
7065,7066,Renault KWID 1.0 RXT Optional,2017,325000,5.0
7066,7067,Maruti Alto K10 VXI,2016,350000,5.0
7067,7068,Maruti Alto LXi,2012,180000,5.0
7068,7069,Fiat Linea Emotion,2010,150000,5.0
7069,7070,Maruti Dzire ZXI,2020,700000,5.0
7070,7071,Maruti Ciaz ZDi Plus SHVS,2016,795000,5.0
7071,7072,Mahindra Thar CRDe,2019,950000,6.0
7072,7073,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,5.0
7073,7074,Maruti Ritz LDi,2011,160000,5.0
7074,7075,Hyundai i20 1.4 CRDi Asta,2012,300000,5.0
7075,7076,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,950000,5.0
7076,7077,Maruti Ertiga VDI,2015,549000,7.0
7077,7078,Audi A3 35 TDI Premium Plus,2018,3000000,5.0
7078,7079,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,7.0
7079,7080,Renault Fluence Diesel E4,2012,570000,5.0
7080,7081,Mahindra Thar CRDe,2017,800000,6.0
7081,7082,Hyundai Verna CRDi SX ABS,2009,375000,5.0
7082,7083,Mahindra Bolero SLX,2009,300000,7.0
7083,7084,Toyota Etios G,2013,350000,5.0
7084,7085,Mahindra Bolero SLX,2011,400000,7.0
7085,7086,Volkswagen Polo 1.5 TDI Comfortline,2015,434999,5.0
7086,7087,Toyota Etios Liva G,2012,200000,
7087,7088,Maruti Alto 800 LXI,2015,260000,5.0
7088,7089,Maruti Swift VDI,2013,450000,5.0
7089,7090,Hyundai Verna 1.6 SX,2013,459999,5.0
7090,7091,Maruti Ritz VDi ABS,2011,210000,5.0
7091,7092,Maruti Swift Dzire VXI,2015,540000,5.0
7092,7093,Maruti Ertiga SHVS VDI,2017,710000,7.0
7093,7094,Maruti Alto 800 VXI,2018,285000,5.0
7094,7095,Hyundai Creta 1.4 E Plus,2019,990000,5.0
7095,7096,Tata Indigo CS eGLS BS IV,2017,362000,5.0
7096,7097,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,880000,5.0
7097,7098,Mahindra TUV 300 mHAWK100 T8,2017,700000,7.0
7098,7099,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,9.0
7099,7100,Nissan Terrano XL,2015,700000,5.0
7100,7101,Tata Tiago 1.05 Revotorq XT,2016,400000,5.0
7101,7102,Hyundai Accent Executive LPG,2010,165000,5.0
7102,7103,Toyota Innova 2.5 V Diesel 8-seater,2007,350000,8.0
7103,7104,Maruti Ertiga VXI,2014,425000,7.0
7104,7105,Hyundai Santro Xing GL Plus,2012,180000,5.0
7105,7106,Maruti Alto K10 2010-2014 VXI,2012,170000,5.0
7106,7107,Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,370000,9.0
7107,7108,Maruti Vitara Brezza VDi,2018,800000,5.0
7108,7109,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,900000,5.0
7109,7110,Maruti Swift VDI,2013,390000,5.0
7110,7111,Maruti Swift Dzire VDI,2014,445000,5.0
7111,7112,Maruti Swift Dzire VDI,2014,459999,5.0
7112,7113,Maruti Wagon R LXI DUO BS IV,2013,275000,5.0
7113,7114,Maruti Ritz VDi,2009,200000,5.0
7114,7115,Maruti Swift Dzire 1.2 Lxi BSIV,2012,350000,5.0
7115,7116,Tata New Safari 4X4 EXI BSIII,2007,95000,7.0
7116,7117,Toyota Etios GD,2014,550000,5.0
7117,7118,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,900000,9.0
7118,7119,Tata Sumo Gold GX,2013,350000,7.0
7119,7120,Nissan Micra XV CVT,2015,325000,5.0
7120,7121,Hyundai Grand i10 Asta,2014,455999,5.0
7121,7122,Maruti Alto STD,2008,129000,5.0
7122,7123,Maruti Alto 800 LXI,2017,254000,5.0
7123,7124,Ford Ecosport 1.5 Diesel Trend,2014,570000,5.0
7124,7125,Nissan Terrano XL D Option,2018,840000,5.0
7125,7126,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010,235000,7.0
7126,7127,Mahindra TUV 300 T6,2016,700000,7.0
7127,7128,Hyundai Santro Xing ABS,2010,140000,
7128,7129,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,528000,5.0
7129,7130,Jeep Compass 2.0 Limited Option,2017,1500000,5.0
7130,7131,Mahindra Bolero 2011-2019 DI - AC BS III,2016,560000,9.0
7131,7132,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,9.0
7132,7133,Chevrolet Aveo U-VA 1.2 LS,2007,102000,5.0
7133,7134,Mahindra XUV500 W8 AWD,2014,750000,7.0
7134,7135,Chevrolet Aveo U-VA 1.2,2010,148000,5.0
7135,7136,Maruti Baleno Alpha 1.2,2015,650000,5.0
7136,7137,Volkswagen Polo Petrol Trendline 1.2L,2012,310000,5.0
7137,7138,Hyundai Xcent 1.2 Kappa S,2014,480000,5.0
7138,7139,Maruti Alto 800 VXI,2018,320000,5.0
7139,7140,Honda City i VTEC VX,2015,750000,5.0
7140,7141,Nissan Micra Active XL Petrol,2017,370000,5.0
7141,7142,Maruti Swift ZXI,2013,320000,5.0
7142,7143,Maruti Swift ZXI,2013,420000,5.0
7143,7144,Maruti Swift Dzire VXi,2010,240000,5.0
7144,7145,Datsun RediGO 1.0 S,2017,220000,5.0
7145,7146,Tata Tiago 1.2 Revotron XM,2016,350000,5.0
7146,7147,Honda Amaze VX i-DTEC,2018,675000,5.0
7147,7148,Toyota Etios Cross 1.2L G,2016,434999,5.0
7148,7149,Honda CR-V 2.0L 2WD AT,2006,125000,5.0
7149,7150,Mahindra KUV 100 mFALCON G80 K6 AW,2016,400000,6.0
7150,7151,Chevrolet Tavera Neo 3 9 Str BSIII,2015,425000,9.0
7151,7152,Maruti Ritz Genus VDi,2010,311000,5.0
7152,7153,Chevrolet Tavera Neo 3 10 Seats BSIII,2015,509999,10.0
7153,7154,Ford Figo 1.5D Trend MT,2015,530000,5.0
7154,7155,Skoda Octavia Rider 1.9 AT TDI,2008,210000,5.0
7155,7156,Mahindra Marazzo M2 8Str BSIV,2019,977000,8.0
7156,7157,Maruti Wagon R VXI BS IV,2018,440000,5.0
7157,7158,Maruti Wagon R VXI BS IV,2018,440000,5.0
7158,7159,Hyundai i20 1.2 Spotz,2018,655000,5.0
7159,7160,Renault KWID RXT Optional,2016,295000,5.0
7160,7161,Hyundai i20 1.2 Spotz,2018,655000,5.0
7161,7162,Hyundai Getz 1.1 GLE,2007,65000,5.0
7162,7163,Tata Hexa XT,2017,1200000,7.0
7163,7164,Tata Hexa XM,2017,1251000,7.0
7164,7165,Tata Indigo CS eLX BS IV,2010,200000,5.0
7165,7166,Hyundai i20 Active 1.4 SX with AVN,2016,750000,5.0
7166,7167,Maruti Wagon R LXI CNG,2018,400000,5.0
7167,7168,Honda Amaze E i-VTEC,2017,475000,5.0
7168,7169,Tata Indigo VS,2012,110000,5.0
7169,7170,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,350000,5.0
7170,7171,Maruti Swift Dzire Tour LDI,2016,450000,5.0
7171,7172,Tata Indigo LX,2010,150000,5.0
7172,7173,Tata Indica V2 DLS,2009,80000,5.0
7173,7174,Hyundai i20 Magna 1.2,2015,430000,5.0
7174,7175,Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1450000,7.0
7175,7176,Chevrolet Cruze LTZ,2011,360000,5.0
7176,7177,Tata Hexa XTA,2017,1445000,7.0
7177,7178,Honda City i DTec S,2016,670000,5.0
7178,7179,Mercedes-Benz GLA Class 200,2016,2000000,5.0
7179,7180,Maruti Swift 1.3 VXi,2010,175000,
7180,7181,Honda Amaze S i-Dtech,2015,440000,5.0
7181,7182,Hyundai i20 1.4 CRDi Era,2012,254999,5.0
7182,7183,Datsun GO Plus A Option Petrol,2018,530000,7.0
7183,7184,Mahindra XUV500 W4 1.99 mHawk,2016,890000,7.0
7184,7185,Volkswagen Polo Diesel Comfortline 1.2L,2013,280000,5.0
7185,7186,Maruti Swift Dzire AMT ZXI,2017,725000,5.0
7186,7187,Mahindra TUV 300 T8,2016,700000,7.0
7187,7188,Maruti Zen Estilo LXI BSIII,2007,90000,5.0
7188,7189,Hyundai i10 Magna 1.1L,2015,287000,5.0
7189,7190,Hyundai Creta 1.6 SX Automatic,2018,1380000,5.0
7190,7191,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,750000,7.0
7191,7192,Hyundai Verna 1.4 VTVT,2016,650000,5.0
7192,7193,Maruti Wagon R LXI BS IV,2013,240000,5.0
7193,7194,Hyundai EON Magna Optional,2013,290000,5.0
7194,7195,Hyundai EON Era Plus,2014,229999,5.0
7195,7196,Honda City i DTec VX,2016,1000000,5.0
7196,7197,Hyundai Santro Xing GL Plus,2012,200000,5.0
7197,7198,Maruti Alto LX,2004,90000,5.0
7198,7199,Hyundai i20 1.4 CRDi Asta,2012,330000,5.0
7199,7200,Maruti Ritz VDi ABS,2009,200000,5.0
7200,7201,Mahindra KUV 100 D75 K4 Plus,2018,420000,6.0
7201,7202,Maruti Swift Dzire VDi,2009,260000,5.0
7202,7203,Hyundai i20 Sportz 1.2,2016,590000,5.0
7203,7204,Maruti Swift VDI BSIV,2015,545000,5.0
7204,7205,Maruti Wagon R LXI BS IV,2011,210000,5.0
7205,7206,Honda City 2017-2020 GXi,2008,185000,5.0
7206,7207,Maruti Wagon R LXI,2006,125000,5.0
7207,7208,Hyundai EON Magna Plus,2014,280000,5.0
7208,7209,Hyundai Santro Xing XO,2005,99000,
7209,7210,Maruti Wagon R VXI,2005,98000,5.0
7210,7211,Tata Indica Vista Aqua 1.4 TDI,2009,100000,5.0
7211,7212,Mahindra Verito Vibe 1.5 dCi D4,2013,250000,5.0
7212,7213,Toyota Fortuner 3.0 Diesel,2010,750000,7.0
7213,7214,Chevrolet Optra Magnum 2.0 LS,2007,160000,5.0
7214,7215,Hyundai Verna 1.6 CRDi EX AT,2013,509999,5.0
7215,7216,Tata Indica V2 DL,2009,95000,5.0
7216,7217,Hyundai Verna 1.6 SX CRDi (O),2014,525000,5.0
7217,7218,Datsun RediGO 1.0 T Option,2017,278000,5.0
7218,7219,Maruti 800 AC,1997,50000,4.0
7219,7220,Volkswagen Polo Diesel Highline 1.2L,2011,254999,5.0
7220,7221,Maruti Swift Dzire VXI 1.2,2019,675000,5.0
7221,7222,Maruti Swift Dzire VDI,2016,600000,5.0
7222,7223,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,5.0
7223,7224,Honda City 2017-2020 GXi,2007,229999,5.0
7224,7225,Toyota Innova 2.5 G4 Diesel 8-seater,2009,600000,8.0
7225,7226,Maruti Alto 800 VXI Optional,2017,330000,5.0
7226,7227,Maruti Alto K10 VXI,2017,350000,5.0
7227,7228,Volkswagen Polo 1.2 MPI Comfortline,2016,560000,5.0
7228,7229,Maruti Wagon R VXI BS IV,2017,440000,5.0
7229,7230,Maruti A-Star Vxi,2011,220000,5.0
7230,7231,Maruti Swift Dzire ZDI,2017,750000,5.0
7231,7232,Mahindra XUV500 W6 2WD,2015,800000,7.0
7232,7233,Tata Indica V2 DLX,2007,59259,5.0
7233,7234,Maruti Baleno Zeta Automatic,2018,740000,5.0
7234,7235,Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000,5.0
7235,7236,Maruti Wagon R AMT VXI,2017,430000,5.0
7236,7237,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,5.0
7237,7238,Hyundai Grand i10 CRDi Sportz,2015,450000,5.0
7238,7239,Maruti Swift Dzire VDI,2013,420000,5.0
7239,7240,Mahindra Thar DI 4X4 PS,2015,750000,7.0
7240,7241,Maruti Baleno RS 1.0 Petrol,2019,780000,5.0
7241,7242,Volkswagen Polo Diesel Comfortline 1.2L,2011,320000,5.0
7242,7243,Mahindra KUV 100 D75 K8 Dual Tone,2017,690000,6.0
7243,7244,Maruti Swift Dzire ZDi,2012,375000,5.0
7244,7245,Ford Figo 1.2P Sports Edition MT,2017,620000,5.0
7245,7246,Hyundai Santro Xing GL Plus LPG,2015,300000,5.0
7246,7247,Maruti Eeco 7 Seater Standard BSIV,2016,370000,7.0
7247,7248,Mahindra Thar 4X4,2013,770000,7.0
7248,7249,Hyundai Xcent 1.2 Kappa S Option,2014,500000,5.0
7249,7250,Mahindra KUV 100 mFALCON D75 K2,2017,450000,6.0
7250,7251,Hyundai Santro Xing GL Plus,2013,195000,5.0
7251,7252,Maruti Wagon R AMT VXI Option,2018,472000,5.0
7252,7253,Maruti Alto K10 VXI,2014,250000,5.0
7253,7254,Chevrolet Beat Diesel,2011,165000,5.0
7254,7255,Tata Zest Quadrajet 1.3 XT,2018,525000,5.0
7255,7256,Maruti Wagon R LXI,2003,145000,5.0
7256,7257,Tata Indica Vista Quadrajet 90 VX,2013,325000,5.0
7257,7258,Mahindra Bolero Power Plus ZLX,2017,660000,7.0
7258,7259,Ford Classic 1.4 Duratorq CLXI,2014,310000,5.0
7259,7260,Mahindra Bolero SLX 4WD BSIII,2008,250000,7.0
7260,7261,Ford Classic 1.4 Duratorq CLXI,2014,330000,5.0
7261,7262,Ford Figo Diesel Titanium,2012,250000,5.0
7262,7263,Mahindra NuvoSport N8 AMT,2017,650000,7.0
7263,7264,Maruti Alto K10 VXI,2016,305000,5.0
7264,7265,Maruti Ciaz VDi Plus,2015,600000,5.0
7265,7266,Maruti Wagon R LXI Optional,2015,280000,5.0
7266,7267,Tata Indigo CR4,2011,153000,5.0
7267,7268,Mahindra TUV 300 mHAWK100 T8,2018,700000,7.0
7268,7269,Renault KWID RXL,2017,325000,5.0
7269,7270,Maruti Alto K10 VXI,2016,305000,5.0
7270,7271,Maruti 800 AC,2006,155000,4.0
7271,7272,Maruti Alto K10 2010-2014 VXI,2012,235000,5.0
7272,7273,Tata Indica DLS,2005,60000,
7273,7274,Maruti Swift VXI Optional,2016,500000,5.0
7274,7275,Mahindra Bolero DI,2004,120000,7.0
7275,7276,Maruti Estilo LXI,2009,155000,
7276,7277,Skoda Rapid 1.5 TDI AT Style Plus,2016,675000,5.0
7277,7278,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,950000,7.0
7278,7279,Mahindra XUV500 W5 BSIV,2018,1051000,7.0
7279,7280,Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,591000,5.0
7280,7281,Hyundai i20 Asta 1.4 CRDi,2015,585000,5.0
7281,7282,Honda City i-VTEC CVT ZX,2017,1025000,5.0
7282,7283,Maruti Swift VDI,2014,450000,5.0
7283,7284,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,484999,5.0
7284,7285,Honda Jazz 1.5 S i DTEC,2018,650000,5.0
7285,7286,Maruti Swift Dzire VDI,2014,434999,5.0
7286,7287,Ford Figo Diesel EXI,2011,195000,5.0
7287,7288,Mahindra Marazzo M2 8Str BSIV,2019,1000000,8.0
7288,7289,Hyundai Elantra CRDi SX Option AT,2013,650000,5.0
7289,7290,Chevrolet Beat Diesel LS,2014,190000,5.0
7290,7291,Maruti Swift Dzire ZDI,2013,409999,5.0
7291,7292,Hyundai Creta 1.6 CRDi AT SX Plus,2016,1050000,5.0
7292,7293,Volkswagen Vento 1.5 TDI Highline Plus AT,2015,651000,5.0
7293,7294,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,650000,5.0
7294,7295,Skoda Rapid 1.5 TDI Ambition Plus,2017,750000,5.0
7295,7296,Volkswagen Passat Highline DSG S (Spl. Edition),2012,799000,5.0
7296,7297,Skoda Octavia Ambiente 1.9 TDI,2010,355000,5.0
7297,7298,Hyundai Verna 1.6 CRDi S Option,2015,600000,5.0
7298,7299,Maruti Swift VDI,2018,685000,5.0
7299,7300,Maruti Swift LDI,2018,509999,5.0
7300,7301,Maruti Alto Green LXi (CNG),2012,150000,5.0
7301,7302,Maruti Swift Dzire Vdi BSIV,2017,650000,5.0
7302,7303,Toyota Etios VD,2012,400000,
7303,7304,Mahindra XUV500 W8 4WD,2012,675000,7.0
7304,7305,Renault KWID AMT,2018,319000,5.0
7305,7306,Honda Amaze S Petrol BSIV,2019,640000,5.0
7306,7307,Hyundai i20 1.2 Asta,2017,650000,5.0
7307,7308,Maruti Ertiga VDI,2015,650000,7.0
7308,7309,Maruti Alto Green LXi (CNG),2010,155000,5.0
7309,7310,Maruti Ertiga VDI,2015,650000,7.0
7310,7311,Maruti Swift Ldi BSIII,2008,175000,5.0
7311,7312,Hyundai Grand i10 CRDi SportZ Edition,2014,375000,5.0
7312,7313,Hyundai Grand i10 CRDi Asta,2014,430000,5.0
7313,7314,Tata Indica V2 DLS,2008,65000,5.0
7314,7315,Hyundai Accent GLS,2009,150000,5.0
7315,7316,Hyundai i20 Active S Petrol,2019,620000,5.0
7316,7317,Ford Classic 1.6 Duratec CLXI,2013,250000,5.0
7317,7318,Maruti Ritz VDi,2011,275000,5.0
7318,7319,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,454000,10.0
7319,7320,Mahindra TUV 300 T4,2017,600000,7.0
7320,7321,Volkswagen Vento Diesel Comfortline,2011,400000,5.0
7321,7322,Mahindra Renault Logan 1.5 DLE Diesel,2007,180000,5.0
7322,7323,Maruti Vitara Brezza VDi,2016,750000,5.0
7323,7324,Maruti Swift VXI Optional,2016,500000,5.0
